fecha,provincia,termino_busqueda,categoria,volumen_busquedas,evento_aumento
2023-10-13,Santa Fe,shell abierta ahora,Estaciones,2858,0
2023-10-13,Santa Fe,aumento nafta hoy,Precios,2080,0
2023-10-13,Mendoza,equipo gnc 5ta generacion precio,Alternativas,639,0
2023-10-13,CABA,aumento nafta hoy,Precios,3279,0
2023-10-14,Neuquén,convertir auto a gnc precio,Alternativas,1592,0
2023-10-14,Salta,estaciones de servicio mas baratas,Estaciones,599,0
2023-10-14,Salta,bbva descuento ypf,Descuentos,2416,0
2023-10-15,Mendoza,puntos serviclub canje,Descuentos,1181,0
2023-10-15,Buenos Aires,promociones cuenta dni nafta,Descuentos,1558,0
2023-10-15,Tucumán,precio gasoil axion,Precios,2422,0
2023-10-16,Salta,precio gasoil axion,Precios,1952,0
2023-10-16,Córdoba,equipo gnc 5ta generacion precio,Alternativas,1070,0
2023-10-16,Tucumán,precio nafta hoy argentina,Precios,1985,0
2023-10-16,Santa Fe,aumento combustible fecha,Precios,1512,0
2023-10-17,Buenos Aires,convertir auto a gnc precio,Alternativas,915,0
2023-10-17,Buenos Aires,aumento nafta hoy,Precios,2242,0
2023-10-18,Buenos Aires,precio litro infinia shell,Precios,743,0
2023-10-18,Córdoba,estacion de servicio con gnc cerca,Estaciones,1366,0
2023-10-19,Buenos Aires,aumento nafta hoy,Precios,1524,0
2023-10-19,Mendoza,cuanto sube la nafta,Precios,2145,0
2023-10-20,CABA,shell abierta ahora,Estaciones,2493,0
2023-10-20,Santa Fe,precio gasoil axion,Precios,1533,0
2023-10-21,Buenos Aires,axion energia ubicaciones,Estaciones,2476,0
2023-10-21,Córdoba,convertir auto a gnc precio,Alternativas,2249,0
2023-10-22,Neuquén,aumento nafta hoy,Precios,1115,0
2023-10-22,Buenos Aires,axion energia ubicaciones,Estaciones,2966,0
2023-10-22,CABA,precio gasoil axion,Precios,2617,0
2023-10-22,Entre Ríos,aumento combustible fecha,Precios,780,0
2023-10-23,CABA,horarios colectivo urbano,Alternativas,1818,0
2023-10-23,Santa Fe,aplicacion ypf descuentos,Descuentos,2515,0
2023-10-23,Mendoza,estaciones de servicio mas baratas,Estaciones,728,0
2023-10-23,Mendoza,precio nafta hoy argentina,Precios,2170,0
2023-10-24,Buenos Aires,promociones cuenta dni nafta,Descuentos,1502,0
2023-10-24,Córdoba,axion energia ubicaciones,Estaciones,2194,0
2023-10-24,CABA,promociones cuenta dni nafta,Descuentos,855,0
2023-10-25,Santa Fe,estaciones de servicio mas baratas,Estaciones,1393,0
2023-10-25,Neuquén,monopatín eléctrico precio,Alternativas,605,0
2023-10-25,Santa Fe,estacion de servicio con gnc cerca,Estaciones,1362,0
2023-10-25,Buenos Aires,banco nacion descuento combustible,Descuentos,868,0
2023-10-25,CABA,monopatín eléctrico precio,Alternativas,2646,0
2023-10-26,CABA,cuanto sube la nafta,Precios,1632,0
2023-10-26,Mendoza,precio nafta hoy argentina,Precios,1575,0
2023-10-26,CABA,horarios colectivo urbano,Alternativas,2265,0
2023-10-26,Córdoba,aumento combustible fecha,Precios,2228,0
2023-10-26,Buenos Aires,shell abierta ahora,Estaciones,2581,0
2023-10-27,Entre Ríos,convertir auto a gnc precio,Alternativas,1105,0
2023-10-27,CABA,equipo gnc 5ta generacion precio,Alternativas,2777,0
2023-10-27,Buenos Aires,axion energia ubicaciones,Estaciones,2242,0
2023-10-27,Buenos Aires,shell abierta ahora,Estaciones,2917,0
2023-10-27,Tucumán,estacion de servicio con gnc cerca,Estaciones,850,0
2023-10-28,Neuquén,descuentos nafta modo,Descuentos,1715,0
2023-10-28,Santa Fe,puntos serviclub canje,Descuentos,2084,0
2023-10-28,Salta,bbva descuento ypf,Descuentos,1718,0
2023-10-29,Mendoza,estaciones de servicio mas baratas,Estaciones,1960,0
2023-10-29,Santa Fe,descuentos nafta modo,Descuentos,1505,0
2023-10-29,Tucumán,promociones cuenta dni nafta,Descuentos,878,0
2023-10-30,Córdoba,aumento nafta hoy,Precios,7941,1
2023-10-30,Santa Fe,cuanto cuesta llenar el tanque,Precios,4156,1
2023-10-30,Buenos Aires,descuento nafta galicia,Descuentos,8373,1
2023-10-30,Entre Ríos,cuanto cuesta llenar el tanque,Precios,6275,1
2023-10-30,Entre Ríos,precio gasoil axion,Precios,3530,1
2023-10-30,Córdoba,aumento combustible fecha,Precios,4127,1
2023-10-30,Buenos Aires,promociones cuenta dni nafta,Descuentos,7299,1
2023-10-30,Neuquén,bbva descuento ypf,Descuentos,7633,1
2023-10-30,Santa Fe,precio nafta super ypf,Precios,6747,1
2023-10-30,CABA,estaciones de servicio mas baratas,Estaciones,6295,1
2023-10-30,Buenos Aires,descuentos nafta modo,Descuentos,8243,1
2023-10-30,Mendoza,descuento nafta galicia,Descuentos,4728,1
2023-10-30,Buenos Aires,aumento nafta hoy,Precios,9426,1
2023-10-31,CABA,puntos serviclub canje,Descuentos,7861,1
2023-10-31,Córdoba,aumento nafta hoy,Precios,4830,1
2023-10-31,Neuquén,puntos serviclub canje,Descuentos,6362,1
2023-10-31,CABA,precio nafta hoy argentina,Precios,8650,1
2023-10-31,CABA,descuento nafta personal pay,Descuentos,10549,1
2023-10-31,Buenos Aires,puntos serviclub canje,Descuentos,11301,1
2023-10-31,Córdoba,aumento combustible fecha,Precios,7016,1
2023-10-31,Santa Fe,banco nacion descuento combustible,Descuentos,3994,1
2023-10-31,Buenos Aires,aplicacion ypf descuentos,Descuentos,7800,1
2023-10-31,CABA,axion energia ubicaciones,Estaciones,8100,1
2023-10-31,Tucumán,ypf cerca de mi,Estaciones,4596,1
2023-10-31,CABA,descuentos nafta modo,Descuentos,6426,1
2023-11-01,Córdoba,descuentos nafta modo,Descuentos,16589,1
2023-11-01,Mendoza,aumento combustible fecha,Precios,13385,1
2023-11-01,Buenos Aires,precio nafta super ypf,Precios,9117,1
2023-11-01,Córdoba,descuento nafta personal pay,Descuentos,9641,1
2023-11-01,Entre Ríos,precio nafta super ypf,Precios,12952,1
2023-11-01,CABA,precio nafta super ypf,Precios,10838,1
2023-11-01,Buenos Aires,precio gasoil axion,Precios,18803,1
2023-11-01,Buenos Aires,descuento nafta galicia,Descuentos,21003,1
2023-11-01,Buenos Aires,ypf cerca de mi,Estaciones,17764,1
2023-11-01,Neuquén,precio nafta super ypf,Precios,9513,1
2023-11-02,Entre Ríos,convertir auto a gnc precio,Alternativas,3837,1
2023-11-02,Buenos Aires,estaciones de servicio mas baratas,Estaciones,8089,1
2023-11-02,Buenos Aires,banco nacion descuento combustible,Descuentos,8872,1
2023-11-02,Buenos Aires,cuanto cuesta llenar el tanque,Precios,10757,1
2023-11-02,Córdoba,aplicacion ypf descuentos,Descuentos,4353,1
2023-11-02,Santa Fe,cuanto sube la nafta,Precios,5349,1
2023-11-02,CABA,descuento nafta personal pay,Descuentos,11254,1
2023-11-02,Buenos Aires,shell abierta ahora,Estaciones,11318,1
2023-11-02,Misiones,aplicacion ypf descuentos,Descuentos,6800,1
2023-11-02,Mendoza,precio gasoil axion,Precios,5237,1
2023-11-02,Santa Fe,equipo gnc 5ta generacion precio,Alternativas,7274,1
2023-11-02,Mendoza,aplicacion ypf descuentos,Descuentos,3794,1
2023-11-02,Buenos Aires,descuento nafta galicia,Descuentos,11831,1
2023-11-02,Buenos Aires,precio litro infinia shell,Precios,6130,1
2023-11-02,Buenos Aires,descuentos nafta modo,Descuentos,10913,1
2023-11-03,Buenos Aires,cuanto cuesta llenar el tanque,Precios,7663,1
2023-11-03,Tucumán,banco nacion descuento combustible,Descuentos,6265,1
2023-11-03,Córdoba,cuanto sube la nafta,Precios,5698,1
2023-11-03,Córdoba,precio nafta hoy argentina,Precios,6888,1
2023-11-03,Buenos Aires,shell abierta ahora,Estaciones,8726,1
2023-11-03,Buenos Aires,precio gasoil axion,Precios,7219,1
2023-11-03,Buenos Aires,puntos serviclub canje,Descuentos,5639,1
2023-11-03,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,8123,1
2023-11-03,Santa Fe,cuanto sube la nafta,Precios,8079,1
2023-11-03,CABA,puntos serviclub canje,Descuentos,6038,1
2023-11-03,Santa Fe,aumento nafta hoy,Precios,5213,1
2023-11-03,Buenos Aires,precio nafta hoy argentina,Precios,5984,1
2023-11-04,CABA,descuento nafta galicia,Descuentos,2250,0
2023-11-04,Buenos Aires,precio gasoil axion,Precios,2646,0
2023-11-04,CABA,estacion de servicio con gnc cerca,Estaciones,2349,0
2023-11-05,CABA,horarios colectivo urbano,Alternativas,2302,0
2023-11-05,CABA,descuento nafta galicia,Descuentos,2812,0
2023-11-05,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2419,0
2023-11-05,Buenos Aires,precio nafta super ypf,Precios,2954,0
2023-11-06,CABA,aumento combustible fecha,Precios,2485,0
2023-11-06,CABA,estacion de servicio con gnc cerca,Estaciones,998,0
2023-11-07,Buenos Aires,precio gasoil axion,Precios,1926,0
2023-11-07,Misiones,tarjeta sube saldo,Alternativas,1215,0
2023-11-07,Misiones,aumento combustible fecha,Precios,1744,0
2023-11-08,CABA,tarjeta sube saldo,Alternativas,2554,0
2023-11-08,Córdoba,axion energia ubicaciones,Estaciones,2447,0
2023-11-08,Tucumán,aumento combustible fecha,Precios,1248,0
2023-11-08,Córdoba,horarios colectivo urbano,Alternativas,1040,0
2023-11-09,Buenos Aires,aumento combustible fecha,Precios,2563,0
2023-11-09,CABA,ypf cerca de mi,Estaciones,2437,0
2023-11-09,Misiones,shell abierta ahora,Estaciones,1263,0
2023-11-09,Santa Fe,ypf cerca de mi,Estaciones,1831,0
2023-11-09,Santa Fe,cuanto cuesta llenar el tanque,Precios,1094,0
2023-11-10,CABA,puntos serviclub canje,Descuentos,2809,0
2023-11-10,Tucumán,descuento nafta galicia,Descuentos,2401,0
2023-11-10,Santa Fe,descuentos nafta modo,Descuentos,2757,0
2023-11-10,Mendoza,axion energia ubicaciones,Estaciones,1720,0
2023-11-10,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2967,0
2023-11-11,CABA,descuentos nafta modo,Descuentos,1123,0
2023-11-11,Santa Fe,convertir auto a gnc precio,Alternativas,808,0
2023-11-12,Córdoba,ypf cerca de mi,Estaciones,2574,0
2023-11-12,Buenos Aires,aumento nafta hoy,Precios,2283,0
2023-11-12,Buenos Aires,shell abierta ahora,Estaciones,1794,0
2023-11-13,Salta,puntos serviclub canje,Descuentos,2260,0
2023-11-13,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,1853,0
2023-11-13,Córdoba,tarjeta sube saldo,Alternativas,870,0
2023-11-13,Neuquén,descuento nafta galicia,Descuentos,1815,0
2023-11-13,Tucumán,tarjeta sube saldo,Alternativas,640,0
2023-11-14,CABA,shell abierta ahora,Estaciones,2720,0
2023-11-14,Córdoba,equipo gnc 5ta generacion precio,Alternativas,913,0
2023-11-14,Neuquén,horarios colectivo urbano,Alternativas,1164,0
2023-11-14,Buenos Aires,axion energia ubicaciones,Estaciones,898,0
2023-11-15,Córdoba,estaciones de servicio mas baratas,Estaciones,1987,0
2023-11-15,CABA,shell abierta ahora,Estaciones,798,0
2023-11-15,Buenos Aires,estaciones de servicio mas baratas,Estaciones,2244,0
2023-11-16,Buenos Aires,banco nacion descuento combustible,Descuentos,2771,0
2023-11-16,CABA,cuanto gasta un auto por kilometro,Alternativas,1883,0
2023-11-16,Mendoza,estaciones de servicio mas baratas,Estaciones,1731,0
2023-11-17,Córdoba,precio gasoil axion,Precios,1805,0
2023-11-17,Mendoza,aumento nafta hoy,Precios,1855,0
2023-11-17,Buenos Aires,precio nafta hoy argentina,Precios,3607,0
2023-11-17,Mendoza,ypf cerca de mi,Estaciones,735,0
2023-11-18,Buenos Aires,puntos serviclub canje,Descuentos,838,0
2023-11-18,Mendoza,descuentos nafta modo,Descuentos,595,0
2023-11-18,CABA,precio nafta hoy argentina,Precios,1307,0
2023-11-18,Córdoba,horarios colectivo urbano,Alternativas,2708,0
2023-11-19,Entre Ríos,monopatín eléctrico precio,Alternativas,1569,0
2023-11-19,Santa Fe,descuento nafta personal pay,Descuentos,1237,0
2023-11-20,Córdoba,convertir auto a gnc precio,Alternativas,2455,0
2023-11-20,Córdoba,precio litro infinia shell,Precios,616,0
2023-11-21,Neuquén,precio nafta super ypf,Precios,1200,0
2023-11-21,CABA,precio litro infinia shell,Precios,2093,0
2023-11-21,Santa Fe,tarjeta sube saldo,Alternativas,2777,0
2023-11-21,Buenos Aires,shell abierta ahora,Estaciones,3482,0
2023-11-22,Mendoza,cuanto cuesta llenar el tanque,Precios,1369,0
2023-11-22,Mendoza,ypf cerca de mi,Estaciones,1495,0
2023-11-22,Córdoba,precio gasoil axion,Precios,720,0
2023-11-22,Córdoba,aplicacion ypf descuentos,Descuentos,1846,0
2023-11-22,Buenos Aires,promociones cuenta dni nafta,Descuentos,1566,0
2023-11-23,Buenos Aires,cuanto sube la nafta,Precios,9471,1
2023-11-23,Buenos Aires,cuanto sube la nafta,Precios,5564,1
2023-11-23,CABA,precio litro infinia shell,Precios,7753,1
2023-11-23,Buenos Aires,aplicacion ypf descuentos,Descuentos,8455,1
2023-11-23,Tucumán,descuentos nafta modo,Descuentos,6200,1
2023-11-23,Salta,descuento nafta galicia,Descuentos,7939,1
2023-11-23,Mendoza,shell abierta ahora,Estaciones,7242,1
2023-11-23,Salta,descuento nafta galicia,Descuentos,4882,1
2023-11-23,Misiones,precio nafta hoy argentina,Precios,5743,1
2023-11-23,Buenos Aires,puntos serviclub canje,Descuentos,6034,1
2023-11-23,Misiones,cuanto cuesta llenar el tanque,Precios,7185,1
2023-11-23,CABA,estaciones de servicio mas baratas,Estaciones,8742,1
2023-11-23,CABA,precio nafta super ypf,Precios,6008,1
2023-11-23,CABA,precio litro infinia shell,Precios,7377,1
2023-11-24,Córdoba,precio gasoil axion,Precios,7177,1
2023-11-24,Santa Fe,banco nacion descuento combustible,Descuentos,6980,1
2023-11-24,Mendoza,cuanto sube la nafta,Precios,7935,1
2023-11-24,Buenos Aires,precio nafta super ypf,Precios,5629,1
2023-11-24,Buenos Aires,bbva descuento ypf,Descuentos,11598,1
2023-11-24,Córdoba,precio gasoil axion,Precios,7755,1
2023-11-24,Tucumán,precio gasoil axion,Precios,7586,1
2023-11-24,CABA,descuento nafta personal pay,Descuentos,6984,1
2023-11-25,Santa Fe,monopatín eléctrico precio,Alternativas,14118,1
2023-11-25,CABA,horarios colectivo urbano,Alternativas,18815,1
2023-11-25,Buenos Aires,banco nacion descuento combustible,Descuentos,16437,1
2023-11-25,Buenos Aires,cuanto cuesta llenar el tanque,Precios,18415,1
2023-11-25,Salta,puntos serviclub canje,Descuentos,10798,1
2023-11-25,Buenos Aires,cuanto sube la nafta,Precios,12351,1
2023-11-25,Córdoba,descuento nafta personal pay,Descuentos,12244,1
2023-11-25,Córdoba,cuanto cuesta llenar el tanque,Precios,12166,1
2023-11-25,Neuquén,precio nafta hoy argentina,Precios,7209,1
2023-11-25,Córdoba,precio nafta super ypf,Precios,16755,1
2023-11-25,Buenos Aires,precio litro infinia shell,Precios,10460,1
2023-11-26,CABA,promociones cuenta dni nafta,Descuentos,9777,1
2023-11-26,Buenos Aires,shell abierta ahora,Estaciones,9592,1
2023-11-26,CABA,estaciones de servicio mas baratas,Estaciones,9970,1
2023-11-26,Buenos Aires,descuento nafta galicia,Descuentos,10011,1
2023-11-26,Santa Fe,cuanto cuesta llenar el tanque,Precios,6793,1
2023-11-26,Buenos Aires,bbva descuento ypf,Descuentos,11654,1
2023-11-26,Buenos Aires,ypf cerca de mi,Estaciones,9965,1
2023-11-26,CABA,aumento nafta hoy,Precios,5823,1
2023-11-26,CABA,cuanto cuesta llenar el tanque,Precios,6293,1
2023-11-26,CABA,aumento nafta hoy,Precios,10419,1
2023-11-26,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,9565,1
2023-11-26,Buenos Aires,descuento nafta personal pay,Descuentos,8516,1
2023-11-26,Tucumán,puntos serviclub canje,Descuentos,7288,1
2023-11-27,Salta,precio gasoil axion,Precios,5273,1
2023-11-27,Salta,aplicacion ypf descuentos,Descuentos,5334,1
2023-11-27,Córdoba,banco nacion descuento combustible,Descuentos,6189,1
2023-11-27,Buenos Aires,promociones cuenta dni nafta,Descuentos,11661,1
2023-11-27,Tucumán,puntos serviclub canje,Descuentos,6942,1
2023-11-27,CABA,promociones cuenta dni nafta,Descuentos,8653,1
2023-11-27,Buenos Aires,cuanto cuesta llenar el tanque,Precios,9205,1
2023-11-27,Salta,descuento nafta personal pay,Descuentos,5415,1
2023-11-27,Neuquén,precio nafta super ypf,Precios,5547,1
2023-11-27,Santa Fe,shell abierta ahora,Estaciones,7297,1
2023-11-27,Buenos Aires,precio nafta hoy argentina,Precios,7738,1
2023-11-27,Mendoza,cuanto cuesta llenar el tanque,Precios,5537,1
2023-11-27,CABA,promociones cuenta dni nafta,Descuentos,7496,1
2023-11-27,Buenos Aires,monopatín eléctrico precio,Alternativas,5001,1
2023-11-27,Buenos Aires,equipo gnc 5ta generacion precio,Alternativas,10447,1
2023-11-28,Buenos Aires,tarjeta sube saldo,Alternativas,2126,0
2023-11-28,Buenos Aires,estaciones de servicio mas baratas,Estaciones,3069,0
2023-11-29,Santa Fe,precio nafta hoy argentina,Precios,1076,0
2023-11-29,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,2259,0
2023-11-29,Buenos Aires,convertir auto a gnc precio,Alternativas,681,0
2023-11-30,Buenos Aires,precio nafta hoy argentina,Precios,2146,0
2023-11-30,Neuquén,equipo gnc 5ta generacion precio,Alternativas,1256,0
2023-12-01,Buenos Aires,bbva descuento ypf,Descuentos,2236,0
2023-12-01,Buenos Aires,shell abierta ahora,Estaciones,751,0
2023-12-01,Buenos Aires,promociones cuenta dni nafta,Descuentos,2022,0
2023-12-01,CABA,estacion de servicio con gnc cerca,Estaciones,974,0
2023-12-02,Mendoza,monopatín eléctrico precio,Alternativas,2467,0
2023-12-02,Córdoba,promociones cuenta dni nafta,Descuentos,2272,0
2023-12-02,Buenos Aires,estaciones de servicio mas baratas,Estaciones,1546,0
2023-12-03,Buenos Aires,precio litro infinia shell,Precios,1934,0
2023-12-03,Santa Fe,bbva descuento ypf,Descuentos,720,0
2023-12-03,Tucumán,cuanto gasta un auto por kilometro,Alternativas,1216,0
2023-12-03,CABA,monopatín eléctrico precio,Alternativas,2410,0
2023-12-03,Mendoza,bbva descuento ypf,Descuentos,2420,0
2023-12-04,Córdoba,horarios colectivo urbano,Alternativas,887,0
2023-12-04,Tucumán,tarjeta sube saldo,Alternativas,1361,0
2023-12-04,Mendoza,precio gasoil axion,Precios,2229,0
2023-12-04,Córdoba,precio nafta super ypf,Precios,2412,0
2023-12-04,Salta,descuento nafta personal pay,Descuentos,1019,0
2023-12-05,Neuquén,precio nafta hoy argentina,Precios,1689,0
2023-12-05,Córdoba,aumento nafta hoy,Precios,2885,0
2023-12-05,Buenos Aires,precio litro infinia shell,Precios,3606,0
2023-12-06,Tucumán,cuanto sube la nafta,Precios,5992,1
2023-12-06,CABA,estaciones de servicio mas baratas,Estaciones,8351,1
2023-12-06,Buenos Aires,cuanto cuesta llenar el tanque,Precios,9679,1
2023-12-06,Neuquén,promociones cuenta dni nafta,Descuentos,8163,1
2023-12-06,Neuquén,tarjeta sube saldo,Alternativas,4180,1
2023-12-06,Buenos Aires,descuentos nafta modo,Descuentos,7181,1
2023-12-06,Entre Ríos,bbva descuento ypf,Descuentos,6346,1
2023-12-06,Santa Fe,aumento combustible fecha,Precios,9154,1
2023-12-06,Buenos Aires,aumento combustible fecha,Precios,8132,1
2023-12-06,Buenos Aires,aumento nafta hoy,Precios,7849,1
2023-12-07,Neuquén,precio nafta super ypf,Precios,6011,1
2023-12-07,CABA,descuentos nafta modo,Descuentos,6458,1
2023-12-07,Salta,ypf cerca de mi,Estaciones,7781,1
2023-12-07,CABA,precio nafta hoy argentina,Precios,4727,1
2023-12-07,Buenos Aires,aplicacion ypf descuentos,Descuentos,5785,1
2023-12-07,Buenos Aires,shell abierta ahora,Estaciones,8160,1
2023-12-07,CABA,horarios colectivo urbano,Alternativas,6068,1
2023-12-07,Buenos Aires,aumento combustible fecha,Precios,9839,1
2023-12-07,Buenos Aires,shell abierta ahora,Estaciones,8381,1
2023-12-07,Salta,bbva descuento ypf,Descuentos,6644,1
2023-12-07,CABA,aumento combustible fecha,Precios,6223,1
2023-12-07,Santa Fe,promociones cuenta dni nafta,Descuentos,6919,1
2023-12-07,CABA,aumento nafta hoy,Precios,4922,1
2023-12-07,Mendoza,precio nafta super ypf,Precios,7308,1
2023-12-07,Córdoba,precio nafta hoy argentina,Precios,6241,1
2023-12-07,Salta,precio gasoil axion,Precios,8358,1
2023-12-07,Misiones,descuentos nafta modo,Descuentos,3542,1
2023-12-07,CABA,aumento nafta hoy,Precios,10713,1
2023-12-08,Santa Fe,aplicacion ypf descuentos,Descuentos,7257,1
2023-12-08,CABA,tarjeta sube saldo,Alternativas,15088,1
2023-12-08,Santa Fe,axion energia ubicaciones,Estaciones,9612,1
2023-12-08,Buenos Aires,aumento combustible fecha,Precios,9189,1
2023-12-08,Córdoba,precio nafta hoy argentina,Precios,9004,1
2023-12-08,Mendoza,precio litro infinia shell,Precios,14853,1
2023-12-08,Córdoba,monopatín eléctrico precio,Alternativas,13117,1
2023-12-08,Salta,aumento combustible fecha,Precios,6271,1
2023-12-08,CABA,axion energia ubicaciones,Estaciones,15527,1
2023-12-08,Santa Fe,aumento nafta hoy,Precios,17177,1
2023-12-08,CABA,aplicacion ypf descuentos,Descuentos,14348,1
2023-12-08,CABA,puntos serviclub canje,Descuentos,14098,1
2023-12-08,Buenos Aires,aumento nafta hoy,Precios,15331,1
2023-12-08,Córdoba,aplicacion ypf descuentos,Descuentos,14345,1
2023-12-08,Buenos Aires,estaciones de servicio mas baratas,Estaciones,13681,1
2023-12-08,CABA,axion energia ubicaciones,Estaciones,15581,1
2023-12-08,Buenos Aires,descuento nafta personal pay,Descuentos,12623,1
2023-12-08,Buenos Aires,estacion de servicio con gnc cerca,Estaciones,14246,1
2023-12-09,Salta,estacion de servicio con gnc cerca,Estaciones,7824,1
2023-12-09,Salta,cuanto sube la nafta,Precios,7721,1
2023-12-09,Neuquén,cuanto cuesta llenar el tanque,Precios,6175,1
2023-12-09,Mendoza,descuentos nafta modo,Descuentos,7876,1
2023-12-09,CABA,estaciones de servicio mas baratas,Estaciones,4904,1
2023-12-09,CABA,precio nafta super ypf,Precios,6254,1
2023-12-09,Salta,ypf cerca de mi,Estaciones,6490,1
2023-12-09,Santa Fe,puntos serviclub canje,Descuentos,7017,1
2023-12-09,CABA,cuanto cuesta llenar el tanque,Precios,4811,1
2023-12-09,Buenos Aires,cuanto gasta un auto por kilometro,Alternativas,11471,1
2023-12-09,Buenos Aires,convertir auto a gnc precio,Alternativas,8376,1
2023-12-09,CABA,descuento nafta galicia,Descuentos,5757,1
2023-12-09,Santa Fe,aumento combustible fecha,Precios,3944,1
2023-12-09,CABA,aumento nafta hoy,Precios,12081,1
2023-12-09,Santa Fe,aumento nafta hoy,Precios,6175,1
2023-12-09,Santa Fe,precio gasoil axion,Precios,7104,1
2023-12-09,Misiones,monopatín eléctrico precio,Alternativas,4799,1
2023-12-09,CABA,descuentos nafta modo,Descuentos,10535,1
2023-12-09,Mendoza,cuanto cuesta llenar el tanque,Precios,7894,1
2023-12-10,Córdoba,estacion de servicio con gnc cerca,Estaciones,5343,1
2023-12-10,Santa Fe,descuento nafta galicia,Descuentos,3696,1
2023-12-10,Córdoba,ypf cerca de mi,Estaciones,5471,1
2023-12-10,Buenos Aires,promociones cuenta dni nafta,Descuentos,9155,1
2023-12-10,Neuquén,banco nacion descuento combustible,Descuentos,4757,1
2023-12-10,Neuquén,precio nafta hoy argentina,Precios,4404,1
2023-12-10,Buenos Aires,convertir auto a gnc precio,Alternativas,9075,1
2023-12-10,Buenos Aires,horarios colectivo urbano,Alternativas,10945,1
2023-12-10,Córdoba,aumento combustible fecha,Precios,9548,1
2023-12-10,Salta,precio gasoil axion,Precios,3606,1
2023-12-10,CABA,descuentos nafta modo,Descuentos,11441,1
2023-12-10,CABA,descuento nafta galicia,Descuentos,10625,1
2023-12-11,Santa Fe,precio gasoil axion,Precios,8921,1
2023-12-11,Neuquén,shell abierta ahora,Estaciones,4286,1
2023-12-11,Tucumán,aumento combustible fecha,Precios,7256,1
2023-12-11,Misiones,descuento nafta personal pay,Descuentos,4424,1
2023-12-11,Buenos Aires,cuanto sube la nafta,Precios,11047,1
2023-12-11,Buenos Aires,tarjeta sube saldo,Alternativas,8994,1
2023-12-11,Córdoba,descuentos nafta modo,Descuentos,6007,1
2023-12-11,Tucumán,estacion de servicio con gnc cerca,Estaciones,8404,1
2023-12-11,Buenos Aires,banco nacion descuento combustible,Descuentos,11352,1
2023-12-11,Salta,precio nafta super ypf,Precios,6740,1
2023-12-11,Buenos Aires,descuento nafta galicia,Descuentos,7571,1
2023-12-11,Mendoza,descuentos nafta modo,Descuentos,3795,1
2023-12-11,Salta,aplicacion ypf descuentos,Descuentos,7798,1
2023-12-11,Buenos Aires,precio nafta hoy argentina,Precios,6121,1
2023-12-11,Misiones,aumento nafta hoy,Precios,3864,1
2023-12-11,Entre Ríos,cuanto sube la nafta,Precios,4569,1
2023-12-11,CABA,descuentos nafta modo,Descuentos,8722,1
2023-12-11,Córdoba,aumento nafta hoy,Precios,7550,1
2023-12-12,Mendoza,monopatín eléctrico precio,Alternativas,4125,1
2023-12-12,Santa Fe,shell abierta ahora,Estaciones,7202,1
2023-12-12,Buenos Aires,precio nafta super ypf,Precios,7945,1
2023-12-12,CABA,descuento nafta personal pay,Descuentos,9223,1
2023-12-12,Neuquén,aplicacion ypf descuentos,Descuentos,7665,1
2023-12-12,Tucumán,precio gasoil axion,Precios,4067,1
2023-12-12,Mendoza,cuanto cuesta llenar el tanque,Precios,4381,1
2023-12-12,CABA,precio litro infinia shell,Precios,9803,1
2023-12-12,Buenos Aires,precio litro infinia shell,Precios,4958,1
2023-12-12,Santa Fe,cuanto sube la nafta,Precios,4501,1
2023-12-12,Santa Fe,cuanto sube la nafta,Precios,5461,1
2023-12-12,Tucumán,estaciones de servicio mas baratas,Estaciones,7651,1
2023-12-12,Tucumán,puntos serviclub canje,Descuentos,8497,1
2023-12-12,Buenos Aires,puntos serviclub canje,Descuentos,5957,1
2023-12-12,Buenos Aires,bbva descuento ypf,Descuentos,11174,1
2023-12-12,Buenos Aires,aumento nafta hoy,Precios,10305,1
2023-12-12,Buenos Aires,cuanto cuesta llenar el tanque,Precios,5413,1
2023-12-13,Córdoba,precio nafta hoy argentina,Precios,9341,1
2023-12-13,Misiones,precio gasoil axion,Precios,10183,1
2023-12-13,Entre Ríos,precio nafta super ypf,Precios,9644,1
2023-12-13,Buenos Aires,ypf cerca de mi,Estaciones,11525,1
2023-12-13,Buenos Aires,puntos serviclub canje,Descuentos,16450,1
2023-12-13,Entre Ríos,banco nacion descuento combustible,Descuentos,13939,1
2023-12-13,Buenos Aires,descuento nafta galicia,Descuentos,10237,1
2023-12-13,CABA,cuanto cuesta llenar el tanque,Precios,10071,1
2023-12-13,Santa Fe,cuanto gasta un auto por kilometro,Alternativas,15075,1
2023-12-13,Córdoba,aumento nafta hoy,Precios,12259,1
2023-12-13,Entre Ríos,precio litro infinia shell,Precios,6667,1
2023-12-13,CABA,bbva descuento ypf,Descuentos,19986,1
2023-12-13,Buenos Aires,shell abierta ahora,Estaciones,9524,1
2023-12-13,Buenos Aires,cuanto sube la nafta,Precios,10036,1
2023-12-13,Buenos Aires,cuanto sube la nafta,Precios,10253,1
2023-12-13,Santa Fe,banco nacion descuento combustible,Descuentos,13982,1
