id_candidato,edad,experiencia_anios,salario_esperado,ciudad,seniority,educacion,fecha_postulacion,score_tecnico,remoto,fuente
C0566,37,8,2120000.0,Buenos Aires,Lead,Bootcamp,2026-06-10,96,Sí,LinkedIn
C0567,31,1,780000.0,Buenos Aires,Junior,Universitaria,2026-03-17,59,No,Portal empleo
C0568,33,4,1040000.0,Buenos Aires,Semi Senior,Universitaria,2026-06-26,75,No,LinkedIn
C0569,30,6,1570000.0,Mendoza,senior,Universitaria,2026-07-03,83,Sí,LinkedIn
C0570,30,1,870000.0,Buenos Aires,Junior,Universitaria,2026-03-04,64,No,Portal empleo
C0571,,5,1750000.0,Buenos Aires,Senior,Universitaria,2026-05-11,,Sí,LinkedIn
C0572,30,0,$800.000,Rosario,Junior,Terciaria,2026-04-17,55,Sí,Portal empleo
C0573,35,3,1150000.0,Buenos Aires,Semi Senior,Universitaria,2026-02-18,92,No,Portal empleo
C0574,36,6,1500000.0,Buenos Aires,Senior,Universitaria,24-02-2026,72,No,LinkedIn
C0575,28,0,$850.000,Mendoza,Junior,Autodidacta,2026-06-03,64,No,Portal empleo
C0576,37,6,1510000.0,Salta,Senior,Bootcamp,2026-04-09,,No,LinkedIn
C0577,31,4,1270000.0,Córdoba,Semi Senior,Autodidacta,2026-07-19,83,Sí,Portal empleo
C0578,29,6,1360000,Salta,Senior,Universitaria,2026-02-21,64,No,Referido
C0579,31,5,1590000.0,Buenos Aires,Senior,Universitaria,2026-04-10,62,Sí,LinkedIn
C0580,33,9,2270000.0,Córdoba,Lead,Terciaria,2026-04-27,69,Sí,Portal empleo
C0581,29,5,1680000.0,Buenos Aires,Senior,Universitaria,2026-04-28,56,Sí,Universidad
C0582,29,3,1520000.0,Salta,Semi Senior,Universitaria,2026-01-07,97,Sí,Bootcamp
C0583,29,5,1.710.000,Buenos Aires,Senior,Terciaria,2026-02-15,64,Sí,Portal empleo
C0584,,6,1480000.0,Córdoba,Sr,Terciaria,2026-02-15,84,Sí,Referido
C0585,24,5,1630000.0,Buenos Aires,Senior,Universitaria,10-04-2026,75,Sí,LinkedIn
C0586,33,5,1360000.0,Córdoba,Sr,Terciaria,2026-05-24,58,Sí,LinkedIn
C0587,29,2,1190000.0,Córdoba,Semi Senior,Universitaria,2026-06-01,72,Sí,Referido
C0588,26,2,1100000.0,Córdoba,Semi Senior,Universitaria,2026-07-08,83,Sí,Referido
C0589,30,0,930000.0,Córdoba,Junior,Universitaria,2026-02-23,69,Sí,Bootcamp
C0590,41,10,2080000.0,Córdoba,Lead,Universitaria,2026-03-03,89,No,Referido
C0591,22,1,840000.0,Córdoba,Junior,Universitaria,2026-05-09,86,No,Referido
C0592,26,2,1120000.0,Rosario,Semi Senior,Autodidacta,2026-02-18,85,No,Referido
C0593,26,2,1410000.0,Córdoba,Semi Senior,Terciaria,2026-01-25,66,Sí,Universidad
C0594,30,7,1600000.0,Buenos Aires,Senior,Bootcamp,2026-01-10,57,No,Portal empleo
C0595,34,4,1420000.0,Mendoza,Semi Senior,Universitaria,2026-04-28,63,Sí,Portal empleo
C0596,34,8,2380000.0,Buenos Aires,Lead,Universitaria,2026-07-27,75,Sí,LinkedIn
C0597,28,,1260000.0, Rosario ,Semi Senior,Universitaria,2026-05-24,80,Sí,Universidad
C0598,24,5,1710000.0,Córdoba,Senior,Universitaria,2026-07-05,42,No,LinkedIn
C0599,32,2,1250000.0,Córdoba,Semi Senior,Universitaria,2026-07-19,72,Sí,Universidad
C0600,33,11,1780000.0,Córdoba,LEAD,Bootcamp,06/06/2026,74,Sí,Referido
C0601,28,1,830000.0,Córdoba,Junior,Terciaria,2026-04-02,68,Sí,Referido
C0602,33,-1,1790000.0,Córdoba,Senior,Terciaria,2026-05-14,90,No,Referido
C0603,39,7,1640000.0,,Senior,Universitaria,2026-05-24,78,Sí,Portal empleo
C0604,28,6,1.420.000,CORDOBA,Senior,Autodidacta,2026-05-28,90,Sí,LinkedIn
C0605,,,1190000.0,Córdoba,Semi Senior,Universitaria,2026-03-21,69,Sí,Universidad
C0606,,4,1400000.0,Buenos Aires,Semi Senior,Universitaria,2026-03-12,85,Sí,Referido
C0607,39,5,1860000.0,Córdoba,Senior,Universitaria,19/03/2026,,Sí,LinkedIn
C0608,36,4,,Buenos Aires,Semi Senior,Bootcamp,2026-02-12,90,Sí,LinkedIn
C0609,36,8,2410000.0,Buenos Aires,Lead,Autodidacta,2026-06-03,57,No,Referido
C0610,37,12,2120000.0,Rosario,Lead,Universitaria,2026-03-31,68,Sí,Referido
C0611,33,3,1000000.0,Córdoba,Semi Senior,Bootcamp,2026-03-19,67,No,Referido
C0612,23,0,770000.0,Mendoza,Junior,Bootcamp,2026-07-18,79,Sí,Portal empleo
C0613,33,4,1390000.0,Buenos Aires,Semi Senior,Universitaria,2026-06-10,82,Sí,Referido
C0614,42,13,2140000.0,Córdoba,Lead,Universitaria,2026-01-26,60,Sí,Bootcamp
C0615,33,2,1170000.0,Mendoza,Semi Senior,Universitaria,2026-05-01,73,Sí,Portal empleo
C0616,48,10,,Salta,Lead,Autodidacta,2026-02-14,44,Sí,Universidad
C0617,39,10,2620000.0,Córdoba,Lead,Universitaria,2026-07-31,92,No,LinkedIn
C0618,28,3,1.400.000,Córdoba,Semi Senior,Bootcamp,2026-03-04,65,Sí,Referido
C0619,33,,2020000.0,Mendoza,Senior,Universitaria,2026-07-14,73,Sí,LinkedIn
C0620,30,10,2170000.0,Rosario,,Bootcamp,2026-06-29,68,No,Portal empleo
C0621,27,3,1240000.0,Córdoba,SSr,Universitaria,2026-03-09,88,Sí,Universidad
C0622,29,4,1020000.0,Córdoba,Semi Senior,Terciaria,2026-06-03,35,No,LinkedIn
C0623,28,3,1380000.0,Buenos Aires,Semi Senior,Bootcamp,2026-07-22,72,Sí,LinkedIn
C0624,29,1,750000.0,Buenos Aires,Junior,Bootcamp,2026-01-02,71,Sí,Universidad
C0625,26,2,1230000.0,Buenos Aires,Semi-Senior,Bootcamp,2026-05-22,66,No,LinkedIn
C0626,,1,760000.0,Buenos Aires,Junior,Universitaria,2026-04-18,96,Sí,Portal empleo
C0627,32,5,1550000.0,Buenos Aires,Senior,Bootcamp,2026-01-30,60,Sí,Portal empleo
C0628,29,2,1100000.0,Rosario,Semi Senior,Universitaria,2026-02-18,83,No,Universidad
C0629,31,5,1550000,Córdoba,Senior,Universitaria,2026-05-20,77,Sí,LinkedIn
C0630,28,0,800000.0,Córdoba,Junior,Terciaria,2026-08-06,90,Sí,LinkedIn
C0631,36,6,1560000.0,Rosario,Senior,Universitaria,2026-02-13,63,Sí,Portal empleo
C0632,31,7,$1.790.000,,Senior,Terciaria,2026-06-10,62,No,Bootcamp
C0633,24,0,760000.0,Buenos Aires,Junior,Autodidacta,2026-01-13,87,No,Referido
C0634,32,6,$1.690.000,buenos aires,Senior,Universitaria,2026-03-19,78,Sí,LinkedIn
C0635,30,8,2470000.0,Córdoba,Lead,Terciaria,04/08/2026,50,Sí,Portal empleo
C0636,25,1,810000.0,Buenos Aires,Junior,Universitaria,2026-05-06,64,No,Bootcamp
C0637,35,10,2040000.0,Buenos Aires,LEAD,Universitaria,2026-04-08,77,Sí,Universidad
C0638,36,6,1610000.0,Córdoba,Senior,Universitaria,2026/01/26,84,Sí,Bootcamp
C0639,30,2,,Córdoba,Semi Senior,Autodidacta,2026-05-29,62,No,LinkedIn
C0640,32,4,1220000.0,Buenos Aires,Semi Senior,Bootcamp,2026-06-05,35,No,LinkedIn
C0641,36,6,1560000.0,Córdoba,Senior,Autodidacta,2026-02-17,79,No,Portal empleo
C0642,31,5,1730000.0,Córdoba,Senior,Autodidacta,2026-06-17,,Sí,Universidad
C0643,35,6,1470000.0,Córdoba,Senior,Universitaria,2026-03-07,44,Sí,LinkedIn
C0644,29,2,1280000.0,Córdoba,semisenior,Universitaria,2026-07-20,35,Sí,LinkedIn
C0645,33,5,1720000.0,Córdoba,Senior,Terciaria,2026-03-28,83,Sí,Universidad
C0646,25,0,820000.0,Mendoza,Junior,Terciaria,2026-03-20,74,Sí,LinkedIn
C0647,21,4,1100000.0,Buenos Aires,Semi Senior,Universitaria,24-07-2026,69,No,Referido
C0648,28,2,1090000.0,Rosario,,Universitaria,2026-01-23,91,Sí,Referido
C0649,35,2,1260000.0,Rosario,Semi Senior,Terciaria,2026-03-22,81,No,Portal empleo
C0650,39,8,2470000.0,Buenos Aires,Lead,Terciaria,2026-02-17,95,Sí,Portal empleo
C0651,39,8,2060000.0,Córdoba,Lead,Universitaria,2026-05-04,53,Sí,Referido
C0652,38,6,1730000.0,Buenos Aires,Senior,Universitaria,2026-05-10,72,Sí,Portal empleo
C0653,28,1,670000.0,Buenos Aires,Junior,Terciaria,2026-03-25,49,Sí,Portal empleo
C0654,31,3,1130000.0,Rosario,Semi Senior,Terciaria,2026/01/20,69,Sí,Portal empleo
C0655,33,8,,Buenos Aires,LEAD,Universitaria,2026-07-06,69,No,Portal empleo
C0656,31,5,1500000.0,Córdoba,Senior,Bootcamp,2026-02-15,81,No,LinkedIn
C0657,41,12,1990000.0,Cordoba,Lead,Universitaria,2026-05-11,73,Sí,LinkedIn
C0658,38,6,1540000.0,Buenos Aires,Senior,Universitaria,2026-07-02,81,Sí,LinkedIn
C0659,31,5,1700000.0,Rosario,Senior,Bootcamp,2026-01-12,82,No,LinkedIn
C0660,29,4,,Buenos Aires,Semi Senior,Terciaria,2026-02-09,100,Sí,Referido
C0661,32,5,1280000.0,Buenos Aires,Senior,Universitaria,2026-03-07,68,Sí,Universidad
C0662,33,4,$ 950.000,Salta,Semi Senior,Bootcamp,2026-04-10,59,Sí,Portal empleo
C0663,28,7,1550000.0,Buenos Aires,Senior,Terciaria,2026-03-19,75,No,Universidad
C0664,26,8,2300000.0,Córdoba,Lead,Bootcamp,2026-01-16,61,Sí,Referido
C0665,27,2,870000.0,Córdoba,semi senior,Bootcamp,2026/03/24,93,Sí,Referido
C0666,22,40,810000.0,Córdoba,Junior,Terciaria,2026-06-11,68,No,Referido
C0667,25,0,810000.0,Córdoba,Junior,Terciaria,2026-02-13,64,Sí,LinkedIn
C0668,32,6,1880000.0,Córdoba,Senior,Universitaria,2026-05-14,65,Sí,LinkedIn
C0669,26,1,820000.0,Córdoba,Junior,Universitaria,2026-07-24,82,Sí,Portal empleo
C0670,33,0,,Córdoba,Junior,Universitaria,2026/07/11,70,No,Bootcamp
C0671,,6,1670000.0,cba,Senior,Terciaria,2026-04-10,63,Sí,LinkedIn
C0672,40,12,1730000.0,Mendoza,Lead,Terciaria,2026-01-22,95,No,LinkedIn
C0673,33,4,1290000.0,Córdoba,Semi Senior,Universitaria,18-01-2026,60,Sí,Universidad
C0674,29,7,1690000.0,Buenos Aires,Senior,Universitaria,2026-01-12,72,Sí,LinkedIn
C0675,,5,1730000.0,Buenos Aires,Sr,Terciaria,2026-06-29,81,No,Universidad
C0676,31,4,1670000.0,Salta,Semi Senior,Universitaria,2026-05-03,49,Sí,Portal empleo
C0677,37,7,1310000.0,Córdoba,Senior,Bootcamp,2026-08-10,79,Sí,Bootcamp
C0678,27,4,1410000.0,Buenos Aires,Semi Senior,Universitaria,2026-04-27,57,Sí,Referido
C0679,26,5,1600000.0,Salta,Senior,Terciaria,2026/02/20,84,Sí,Portal empleo
C0680,36,6,1700000,Mendoza,Senior,Autodidacta,2026-03-12,59,Sí,Referido
C0681,31,2,1190000.0,Mendoza,Semi Senior,Universitaria,2026-08-12,82,Sí,Portal empleo
C0682,31,8,2110000.0,Córdoba,Lead,Universitaria,2026-02-17,87,Sí,Referido
C0683,28,4,1130000.0,Córdoba,Semi Senior,Universitaria,2026-01-19,84,No,LinkedIn
C0684,34,2,1240000.0,Rosario,Semi Senior,Terciaria,2026-01-06,,Sí,Referido
C0685,28,6,1400000.0,Salta,Senior,Terciaria,2026-03-25,69,No,Referido
C0686,36,2,1290000.0,Buenos Aires,SSr,Universitaria,2026-06-04,64,Sí,Universidad
C0687,28,5,1580000.0,Buenos Aires,Senior,Terciaria,2026-02-22,93,Sí,Portal empleo
C0688,34,4,1060000.0,Córdoba,Semi Senior,Bootcamp,2026-04-17,62,Sí,Portal empleo
C0689,34,8,2100000.0,Rosario,Lead,Universitaria,2026-04-11,57,Sí,LinkedIn
C0690,35,6,1860000.0,Córdoba,Senior,Universitaria,2026-02-17,81,Sí,Portal empleo
C0691,29,4,1140000.0,Córdoba,Semi Senior,Bootcamp,2026-05-15,61,No,Referido
C0692,33,7,1710000.0,Buenos Aires,Senior,Terciaria,2026-07-06,59,No,Universidad
C0693,36,9,2040000.0,Buenos Aires,Lead,Bootcamp,2026-03-10,52,No,Bootcamp
C0694,29,6,1780000.0,Córdoba,Senior,Terciaria,2026-01-11,65,Sí,LinkedIn
C0695,35,5,1760000.0,Córdoba,Senior,Bootcamp,2026-05-23,71,No,Universidad
C0696,25,0,1010000.0,Buenos Aires,Junior,Universitaria,2026-07-11,75,Sí,LinkedIn
C0697,27,1,840000.0,Córdoba,Junior,Bootcamp,2026-05-11,85,Sí,Referido
C0698,27,4,1280000.0,Buenos Aires,Semi Senior,Autodidacta,2026-05-02,79,No,Portal empleo
C0699,20,3,1210000.0, Córdoba ,Semi Senior,Terciaria,2026-03-10,69,Sí,LinkedIn
C0700,30,4,1360000.0,Buenos Aires,Semi Senior,Universitaria,2026-01-23,69,Sí,Portal empleo
C0701,42,5,$1.530.000,Buenos Aires,Senior,Universitaria,2026-06-30,79,Sí,LinkedIn
C0702,36,6,1770000.0,Córdoba,senior,Universitaria,2026-02-06,90,Sí,LinkedIn
C0703,31,4,1180000.0,Córdoba,Semi Senior,Universitaria,2026-01-09,74,No,Portal empleo
C0704,32,6,1640000.0,Córdoba,Senior,Universitaria,2026-01-15,65,Sí,Portal empleo
C0705,32,5,1670000.0,Córdoba,Senior,Terciaria,2026-05-11,58,No,Bootcamp
C0706,29,0,870000.0,Salta,Junior,Terciaria,2026-04-03,52,Sí,Portal empleo
C0707,23,1,$ 840.000,Córdoba,Junior,Universitaria,2026-07-17,81,Sí,Portal empleo
C0708,35,4,1230000.0,Mendoza,Semi Senior,Terciaria,2026-01-17,80,Sí,Referido
C0709,31,,980000.0,Córdoba,Junior,Universitaria,2026-06-03,80,Sí,LinkedIn
C0710,36,6,1810000.0,Rosario,Senior,Universitaria,2026-05-29,,Sí,LinkedIn
C0711,38,9,2390000.0,Rosario,Lead,Universitaria,2026-03-13,92,No,Portal empleo
C0712,35,8,2100000.0,Buenos Aires,Lead,Terciaria,2026/05/29,65,No,Portal empleo
C0713,34,4,1090000.0,Buenos Aires,semisenior,Universitaria,2026-05-01,85,No,Referido
C0714,38,9,2410000.0,BUENOS AIRES,Lead,Universitaria,2026-01-11,71,No,Portal empleo
C0715,31,5,1790000.0,Buenos Aires,Senior,Universitaria,2026-06-15,63,No,Referido
C0716,28,3,,Salta,Semi Senior,Bootcamp,2026-03-13,80,Sí,LinkedIn
C0717,30,3,1130000.0,Mendoza,Semi Senior,Universitaria,2026-04-16,78,No,LinkedIn
C0718,37,4,1170000.0,Salta,Semi Senior,Terciaria,2026-08-04,77,Sí,Universidad
C0719,25,3,$1.000.000,Córdoba,Semi Senior,Terciaria,05/05/2026,73,Sí,Portal empleo
C0720,26,5,1590000.0,Rosario,Senior,Bootcamp,2026-02-04,71,Sí,Universidad
C0721,33,5,1810000.0,Salta,Senior,Autodidacta,2026-04-29,100,Sí,LinkedIn
C0722,32,5,1570000.0,Córdoba,Senior,Universitaria,2026-01-14,89,Sí,Bootcamp
C0723,34,6,1760000.0,Córdoba,Senior,Universitaria,2026-01-14,82,No,LinkedIn
C0724,36,8,2160000.0,Rosario,Lead,Bootcamp,2026-01-10,74,Sí,LinkedIn
C0725,34,8,2270000.0,Buenos Aires,Lead,Universitaria,2026-05-20,120,Sí,Bootcamp
C0726,33,0,750000.0,Mendoza,Junior,Terciaria,2026-02-07,79,Sí,LinkedIn
C0727,21,0,860000.0,Córdoba,Junior,Terciaria,2026-04-18,72,Sí,Portal empleo
C0728,31,7,$1.160.000,Mendoza,Senior,Terciaria,2026-04-29,68,Sí,LinkedIn
C0729,27,0,830000.0,cba,Junior,Autodidacta,2026-02-03,71,Sí,Portal empleo
C0730,24,4,$1.000.000,Córdoba,Semi Senior,Autodidacta,2026-06-18,35,Sí,Bootcamp
C0731,27,1,950000.0,Córdoba,Junior,Bootcamp,2026-01-10,75,Sí,LinkedIn
C0732,34,0,920000.0,Mendoza,junior,Universitaria,2026-05-02,65,No,Portal empleo
C0733,33,6,1730000.0,rosario,Senior,Bootcamp,25-05-2026,94,No,LinkedIn
C0734,35,7,1900000,Buenos Aires,Senior,Universitaria,2026-05-25,72,Sí,Portal empleo
C0735,25,3,1090000.0,Buenos Aires,Semi Senior,Universitaria,2026-07-14,55,Sí,LinkedIn
C0736,25,0,1000000.0,Mendoza,Jr,Bootcamp,2026-07-09,71,Sí,LinkedIn
C0737,28,3,,Buenos Aires,Semi Senior,Universitaria,2026-08-11,57,No,LinkedIn
C0738,32,6,1610000.0,Mendoza,senior,Universitaria,2026-04-25,79,Sí,LinkedIn
C0739,32,0,950000.0,Buenos Aires, Junior ,Universitaria,2026-01-01,76,Sí,Bootcamp
C0740,34,5,1470000,Buenos Aires,Senior,Bootcamp,2026-01-12,85,No,Referido
C0741,27,4,1100000.0,Buenos Aires,Semi Senior,Terciaria,2026/04/13,61,Sí,LinkedIn
C0742,34,6,1550000.0,Córdoba,Senior,Terciaria,2026-01-04,72,Sí,Referido
C0743,34,5,1560000.0,Rosario,Senior,Universitaria,2026-06-19,53,Sí,LinkedIn
C0744,33,1,760000.0,Buenos Aires,Junior,Bootcamp,2026-05-21,82,No,Portal empleo
C0745,41,8,2470000.0,Córdoba,Lead,Bootcamp,2026-04-08,79,No,Bootcamp
C0746,27,4,1170000.0,Mendoza,Semi Senior,Universitaria,2026-04-16,79,No,Referido
C0747,28,4,1240000.0,Buenos Aires,Semi Senior,Universitaria,2026-03-26,72,Sí,Universidad
C0748,24,2,1130000.0,BUENOS AIRES,Semi Senior,Universitaria,2026-08-02,78,Sí,Portal empleo
C0749,29,3,980000.0,Mendoza,Semi Senior,Autodidacta,2026-05-01,94,No,LinkedIn
C0750,31,2,$1.230.000,Buenos Aires,Semi Senior,Terciaria,2026-05-12,68,No,Portal empleo
C0751,35,4,970000.0,Córdoba,Semi Senior,Autodidacta,2026-03-23,74,Sí,Referido
C0752,37,10,$ 2.180.000,Salta,Lead,Universitaria,2026-07-16,57,No,Portal empleo
C0753,26,0,730000.0,Buenos Aires,Junior,Bootcamp,2026-01-19,-5,Sí,Universidad
C0754,28,0,1020000.0,Córdoba,Junior,Bootcamp,2026-05-10,73,Sí,Referido
C0755,33,9,2400000.0,Córdoba,Lead,Bootcamp,2026-01-12,87,Sí,Bootcamp
C0756,39,4,1210000.0,Mendoza,Semi Senior,Autodidacta,2026-03-22,68,Sí,Universidad
C0757,23,2,1350000.0,Buenos Aires,semisenior,Universitaria,2026-03-15,69,No,Referido
C0758,36,8,2010000.0,Buenos Aires,Lead,Universitaria,2026-04-08,66,Sí,Portal empleo
C0759,38,3,1.270.000,Mendoza,Semi Senior,Terciaria,2026-01-06,65,Sí,LinkedIn
C0760,37,10,2.240.000,Rosario,Lead,Bootcamp,2026-05-16,76,No,Bootcamp
C0761,33,7,1690000.0,Córdoba,Senior,Terciaria,2026-05-05,51,No,Portal empleo
C0762,29,3,1350000.0,Córdoba,Semi Senior,Universitaria,2026-02-20,90,Sí,LinkedIn
C0763,37,11,2360000.0,Córdoba,Lead,Terciaria,2026-01-11,63,Sí,LinkedIn
C0764,35,3,$ 1.230.000,Rosario,Semi Senior,Universitaria,,82,Sí,Portal empleo
C0765,25,7,1380000.0,Córdoba,Senior,Universitaria,2026-07-04,54,Sí,LinkedIn
C0766,38,5,1490000.0,Buenos Aires,Senior,Terciaria,2026-05-07,81,No,LinkedIn
C0767,30,9,2170000.0,Rosario,Lead,Bootcamp,2026-05-20,81,No,Referido
C0768,35,,2220000.0,Mendoza,Lead,Universitaria,2026-03-14,77,Sí,LinkedIn
C0769,30,5,1460000.0,Buenos Aires,Senior,Universitaria,2026-01-02,58,Sí,Referido
C0770,31,2,1490000.0,Mendoza,Semi Senior,Universitaria,2026-01-08,75,Sí,LinkedIn
C0771,27,6,1900000.0,Córdoba,senior,Universitaria,2026-05-19,55,No,LinkedIn
C0772,31,2,1270000.0,Mendoza,Semi Senior,Bootcamp,2026-05-04,68,Sí,Portal empleo
C0773,,11,2220000.0,Córdoba,Lead,Autodidacta,2026-02-22,86,Sí,Referido
C0774,27,5,1610000.0,Buenos Aires,Senior,Universitaria,2026-01-10,83,Sí,LinkedIn
C0775,31,3,1090000.0,Mendoza,Semi Senior,Bootcamp,2026-08-01,72,Sí,LinkedIn
C0776,29,5,1660000.0,Córdoba,Senior,Bootcamp,2026-07-31,58,Sí,Portal empleo
C0777,29,0,870000.0,Córdoba,Junior,Bootcamp,2026-04-22,81,Sí,LinkedIn
C0778,28,1,740000.0,Rosario,Junior,Universitaria,2026-01-08,72,No,LinkedIn
C0779,32,8,2270000.0,Rosario,Lead,Autodidacta,2026-02-05,40,No,LinkedIn
C0780,31,2,1180000.0, Rosario ,Semi Senior,Universitaria,2026-08-09,83,No,Universidad
C0781,35,1,690000.0,Rosario,Junior,Universitaria,2026-04-16,72,Sí,Universidad
C0782,32,6,1510000.0,Buenos Aires,Senior,Universitaria,2026-07-23,89,Sí,Universidad
C0783,38,8,2110000, Córdoba ,Lead,Terciaria,2026-01-14,57,Sí,Portal empleo
C0784,29,7,1960000.0,Buenos Aires,Senior,Universitaria,2026-07-01,35,Sí,Portal empleo
C0785,31,8,2320000.0,Córdoba,Lead,Universitaria,2026-08-01,76,No,Referido
C0786,31,2,1040000.0,Mendoza,Semi Senior,Universitaria,2026-03-27,76,Sí,Portal empleo
C0787,33,0,890000.0,,Junior,Bootcamp,2026-05-29,48,Sí,LinkedIn
C0788,37,9,$ 1.860.000,Buenos Aires,,Bootcamp,2026-02-19,58,No,Portal empleo
C0789,999,3,1330000.0,Buenos Aires,Semi Senior,Universitaria,10-08-2026,100,No,Universidad
C0790,31,4,1140000.0,salta,Semi Senior,Bootcamp,2026-06-16,68,Sí,Referido
C0791,31,9,2180000,Córdoba,Lead,Bootcamp,2026-01-20,82,Sí,Referido
C0792,35,6,1870000.0,Buenos Aires,Senior,Bootcamp,04-08-2026,63,Sí,LinkedIn
C0793,37,6,1440000,,Senior,Universitaria,2026-03-28,43,Sí,Portal empleo
C0794,36,11,1890000.0,Buenos Aires,Lead,Bootcamp,2026-05-15,70,Sí,Portal empleo
C0795,27,2,1130000.0,Córdoba,Semi Senior,Autodidacta,2026-05-17,68,Sí,Universidad
C0796,35,7,1820000.0,Mendoza,Senior,Bootcamp,09-05-2026,66,No,LinkedIn
C0797,30,5,1400000.0,Salta,Senior,Universitaria,2026-06-03,70,Sí,Universidad
C0798,32,5,1180000.0,Buenos Aires,Senior,Terciaria,2026-06-15,76,Sí,Portal empleo
C0799,44,9,2100000.0,Rosario,Lead,Terciaria,2026-02-07,70,Sí,Universidad
C0800,32,6,$ 1.740.000,Salta,Senior,Terciaria,2026-07-08,54,Sí,Referido
C0062,27,1,790000.0,Córdoba, Junior ,Terciaria,17/02/2026,78,Sí,Referido
C0800,32,6,$ 1.740.000,Salta,Senior,Terciaria,2026-07-08,54,Sí,Referido
C0748,24,2,1130000.0,BUENOS AIRES,Semi Senior,Universitaria,2026-08-02,78,Sí,Portal empleo
C0669,26,1,820000.0,Córdoba,Junior,Universitaria,2026-07-24,82,Sí,Portal empleo
C0727,21,0,860000.0,Córdoba,Junior,Terciaria,2026-04-18,72,Sí,Portal empleo
C0111,33,5,1600000.0,Córdoba,Senior,Bootcamp,2026-05-01,68,Sí,Universidad
C0390,34,3,1350000.0,Mendoza,Semi Senior,Universitaria,,66,Sí,LinkedIn
C0465,33,6,1710000.0,Salta,Senior,Universitaria,2026-05-07,89,Sí,Portal empleo
